iter	Logloss
146	0.4136859618
147	0.4129128443
148	0.4125321664
149	0.412374675
150	0.4117891123
151	0.4113235133
152	0.4109799477
153	0.4104109003
154	0.4098081172
155	0.4092026251
156	0.4087947015
157	0.4082931136
158	0.408200708
159	0.4078236912
160	0.4074759604
161	0.4069046879
162	0.4063175429
163	0.4059744441
164	0.4056431243
165	0.4050544067
166	0.4046563772
167	0.4043358402
168	0.4040162951
169	0.4035531567
170	0.4032298395
171	0.4026412063
172	0.4022901337
173	0.4018094998
174	0.4015467746
175	0.4012174263
176	0.4009646686
177	0.4008177741
178	0.400549011
179	0.4003662263
180	0.4000551471
181	0.399839888
182	0.3995006508
183	0.3993634554
184	0.3990716289
185	0.3989826526
186	0.3985942476
187	0.398286518
188	0.3978035411
189	0.3977246838
190	0.39738149
191	0.3971345305
192	0.3967049401
193	0.3964709264
194	0.3961325266
195	0.3960463067
196	0.3956575266
197	0.395163797
198	0.3947209434
199	0.3943971195
200	0.3942230545
201	0.3939260414
202	0.3938055971
203	0.3936317581
204	0.3935400201
205	0.3931782773
206	0.3930569469
207	0.3928328031
208	0.3925897331
209	0.3924751655
210	0.392217519
211	0.3920631413
212	0.3918477593
213	0.3915078563
214	0.3912584265
215	0.3911877841
216	0.3910208946
217	0.3908182857
218	0.3906413744
219	0.3904318465
220	0.3903826414
221	0.3901339367
222	0.3899240766
223	0.3897479451
224	0.3895964777
225	0.3894156504
226	0.3893753311
227	0.3890874535
228	0.3889020032
229	0.3888316615
230	0.3887734302
231	0.3886295326
232	0.3884733122
233	0.3881970214
234	0.3879063965
235	0.3877419953
236	0.3874739359
237	0.38720254
238	0.3871044956
239	0.3870876297
240	0.3869410532
241	0.386764941
242	0.3866005106
243	0.3863060164
244	0.3862763189
245	0.3860378603
246	0.3857842492
247	0.3856092455
248	0.3853436247
249	0.3851403564
250	0.3849386616
251	0.3848180104
252	0.3845738394
253	0.3843577417
254	0.3840399691
255	0.3838725136
256	0.3836098976
257	0.3834898436
258	0.3832900816
259	0.3831287433
260	0.382959615
261	0.3828346908
262	0.3827951322
263	0.3826990631
264	0.3824504439
265	0.3822164492
266	0.3820538029
267	0.3819770761
268	0.3818114162
269	0.3815208889
270	0.3814511388
271	0.3812761342
272	0.3810525647
273	0.3809065736
274	0.3807389476
275	0.3805837137
276	0.3804731482
277	0.3802385411
278	0.3799520977
279	0.3797001471
280	0.3795998985
281	0.3795125451
282	0.3794413832
283	0.3793015911
284	0.3789639025
285	0.3788585752
286	0.3786382274
287	0.3784618226
288	0.3783408455
289	0.3782225624
290	0.3781832882
291	0.3780851382
292	0.3778123327
293	0.3777946643
294	0.3776712084
295	0.3775831815
296	0.3775642269
297	0.3773994926
298	0.3772643312
299	0.3771521185
300	0.3770187286
301	0.3768454062
302	0.3767117087
303	0.376553697
304	0.3764890674
305	0.3763873914
306	0.3763134583
307	0.3761976846
308	0.3761302392
309	0.3759469728
310	0.3758488141
311	0.3756970826
312	0.3755943297
313	0.3755397246
314	0.3755284649
315	0.3754096369
316	0.3752553731
317	0.3751651407
318	0.3749605052
319	0.3747681888
320	0.3746878569
321	0.3744358628
322	0.3743313682
323	0.3741648706
324	0.3739310713
325	0.3738182913
326	0.3736543335
327	0.3736399197
328	0.3734706032
329	0.373291474
330	0.3732426762
331	0.3730771589
332	0.3730028379
333	0.372856799
334	0.3727982576
335	0.3726368723
336	0.3725277762
337	0.3725196821
338	0.3724848946
339	0.3723442022
340	0.3722168397
341	0.3721399551
342	0.3720158641
343	0.3718961035
344	0.3718594028
345	0.3717010853
346	0.3715362172
347	0.3714302749
348	0.3714080534
349	0.3712950798
350	0.3712909536
351	0.3711262031
352	0.3709792114
353	0.3708245091
354	0.3707398991
355	0.3705701869
356	0.3705053422
357	0.3704831114
358	0.3703483778
359	0.3702905653
360	0.37015686
361	0.3698967298
362	0.3697312613
363	0.3695862169
364	0.3695744494
365	0.3695014658
366	0.369450757
367	0.3692342176
368	0.3689963591
369	0.3688563256
370	0.3687038902
371	0.3686661763
372	0.3685475129
373	0.3685127877
374	0.3683279321
375	0.3682759887
376	0.3681920637
377	0.3680691309
378	0.367994662
379	0.3678911348
380	0.367849375
381	0.3677538747
382	0.367614344
383	0.3675321293
384	0.3675293009
385	0.3674552872
386	0.3673324017
387	0.3671527386
388	0.3671223082
389	0.3671119758
390	0.3670097717
391	0.3669514511
392	0.3669214172
393	0.366878296
394	0.3667026191
395	0.3666887352
396	0.3666084371
397	0.3665853826
398	0.3665755265
399	0.3665611946
400	0.3663597667
401	0.3662828466
402	0.3660809107
403	0.3659659036
404	0.3659491112
405	0.3658865722
406	0.3657936498
407	0.365610993
408	0.3653863284
409	0.3652531453
410	0.3652396498
411	0.3651796999
412	0.3649772351
413	0.3648568866
414	0.3648064965
415	0.3647094022
416	0.3645995468
417	0.3645237417
418	0.3645068434
419	0.364260057
420	0.3642457029
421	0.3641588316
422	0.3641441893
423	0.3640873749
424	0.3638333978
425	0.3637615827
426	0.3636318096
427	0.3635908153
428	0.3635790517
429	0.3633832438
430	0.3633233332
431	0.3631441413
432	0.3628819999
433	0.3627423875
434	0.3626064628
435	0.3625747171
436	0.3625388013
437	0.3624915147
438	0.3624193998
439	0.362246511
440	0.3622347199
441	0.3621762836
442	0.3621271672
443	0.3620141995
444	0.3618178905
445	0.3615304372
446	0.3614727364
447	0.3613680341
448	0.3613594617
449	0.3612892171
450	0.3612357713
451	0.3611740806
452	0.3611465593
453	0.3611013656
454	0.360983136
455	0.3608912703
456	0.3608561329
457	0.3607873416
458	0.3605620767
459	0.3603941814
460	0.3603818617
461	0.3602908919
462	0.3602240091
463	0.3600840892
464	0.3600125728
465	0.3599095172
466	0.3597592285
467	0.359743387
468	0.3596626448
469	0.3596432007
470	0.3595596383
471	0.3595389952
472	0.3593963479
473	0.3593199101
474	0.3592707068
475	0.3591720733
476	0.3590607458
477	0.3588488927
478	0.3587916516
479	0.3586894736
480	0.3586547209
481	0.3585698223
482	0.3585179606
483	0.3584397684
484	0.3582858105
485	0.3582219365
486	0.3580700898
487	0.3579917744
488	0.3579459513
489	0.3578522926
490	0.3577440631
491	0.3577433399
492	0.3577090854
493	0.3576281435
494	0.3576181807
495	0.3575188274
496	0.3574907862
497	0.3574077868
498	0.3573355845
499	0.3570995329
500	0.3568666695
501	0.3567485526
502	0.3566843896
503	0.3566234532
504	0.3564624427
505	0.3563869421
506	0.3563326971
507	0.3562807352
508	0.3562352395
509	0.3562320132
510	0.3560126121
511	0.355888799
512	0.3558062374
513	0.3557958949
514	0.3557666178
515	0.3555943419
516	0.3555593645
517	0.3552982408
518	0.3551980237
519	0.3550352045
520	0.354929434
521	0.3548650745
522	0.3548051163
523	0.3547048766
524	0.354584466
525	0.3544916521
526	0.3544208405
527	0.3544099598
528	0.3542829682
529	0.3542385135
530	0.354157835
531	0.3540028909
532	0.3539999842
533	0.3539642159
534	0.3538386224
535	0.3537986899
536	0.3536245573
537	0.3536105024
538	0.3534263562
539	0.3532235821
540	0.3531872384
541	0.3531788623
542	0.3530753717
543	0.3530491318
544	0.3529296581
545	0.3528917081
546	0.3527976294
547	0.3527218015
548	0.3525885236
549	0.3525168473
550	0.3524204954
551	0.352411457
552	0.352317937
553	0.3522695739
554	0.3519657997
555	0.3519486449
556	0.3518420345
557	0.3517933744
558	0.3516979919
559	0.3516447146
560	0.3515870937
561	0.3515341731
562	0.3514852393
563	0.3514481608
564	0.3514295279
565	0.351384658
566	0.3512641131
567	0.351255001
568	0.3511240032
569	0.3510460671
570	0.351005236
571	0.350989228
572	0.3508929882
573	0.3508266512
574	0.3507427561
575	0.3506801225
576	0.350620924
577	0.3504872988
578	0.350276881
579	0.3502529659
580	0.3500889576
581	0.3500450126
582	0.3499615791
583	0.3498990356
584	0.3497210456
585	0.3497158341
586	0.3495704826
587	0.3495244037
588	0.3494883084
589	0.3494079365
590	0.3493924436
591	0.3492799833
592	0.3491818191
593	0.3491291518
594	0.349115376
595	0.3490388001
596	0.3489739447
597	0.3489417213
598	0.3488166106
599	0.3486853703
600	0.3485338231
601	0.3484044089
602	0.3483881177
603	0.3483590387
604	0.3483032722
605	0.3482166425
606	0.3481779523
607	0.3481111653
608	0.3480742477
609	0.3479605695
610	0.3479177713
611	0.3476159864
612	0.3476072578
613	0.3475694004
614	0.347496656
615	0.3474262101
616	0.3473826988
617	0.3472740565
618	0.3470238321
619	0.3469848167
620	0.3469387727
621	0.3468706155
622	0.3467599127
623	0.346749561
624	0.3466846295
625	0.3464911753
626	0.3464127764
627	0.3464060059
628	0.3463764271
629	0.346283162
630	0.3462090897
631	0.3460726412
632	0.3460446136
633	0.345981772
634	0.3458864964
635	0.3458156357
636	0.3457316641
637	0.3457072805
638	0.3455846291
639	0.3455506085
640	0.3454655017
641	0.3454552304
642	0.3452791957
643	0.345272638
644	0.3451850726
645	0.3451455953
646	0.345102856
647	0.3450993746
648	0.3450210881
649	0.3450203933
650	0.3449558893
651	0.3447886092
652	0.344679116
653	0.344635389
654	0.344557853
655	0.3444919406
656	0.3444384984
657	0.3442667278
658	0.3441189866
659	0.3439853568
660	0.3438451838
661	0.3438324848
662	0.3436337206
663	0.3436041005
664	0.3435180634
665	0.3434786383
666	0.3434697121
667	0.3434600402
668	0.3434487214
669	0.3434046861
670	0.3433708494
671	0.3433646246
672	0.3433235598
673	0.3433180262
674	0.3430627972
675	0.3429321189
676	0.3429119928
677	0.3427910822
678	0.3427253704
679	0.3425910135
680	0.3425273541
681	0.3423979224
682	0.3423274866
683	0.3422761416
684	0.3422706589
685	0.3422350052
686	0.342181556
687	0.342124786
688	0.3418370748
689	0.341721446
690	0.3416560119
691	0.3415068187
692	0.3413921698
693	0.3413631808
694	0.3413282692
695	0.3411107982
696	0.3409981029
697	0.3408765235
698	0.340828225
699	0.3407076661
700	0.340594641
701	0.3405679832
702	0.3404106345
703	0.3403450488
704	0.3403396862
705	0.3403184798
706	0.3402422198
707	0.3401992557
708	0.3400821688
709	0.3400278476
710	0.3400224308
711	0.3399722509
712	0.3398676652
713	0.3397052909
714	0.3395933723
715	0.3393357012
716	0.3392557814
717	0.3391776701
718	0.3389571585
719	0.3387947291
720	0.338686257
721	0.3386576449
722	0.3385843648
723	0.3384026339
724	0.3383940862
725	0.3382890044
726	0.3380911009
727	0.3379869751
728	0.3379098599
729	0.3378361909
730	0.3377147265
731	0.3375537125
732	0.3375057535
733	0.3374148445
734	0.337348497
735	0.3372507548
736	0.3371739631
737	0.3371220366
738	0.3369550758
739	0.3368689593
740	0.3368430248
741	0.3367642512
742	0.3367093284
743	0.3366647281
744	0.3366087287
745	0.3365887894
746	0.3363436601
747	0.3362854583
748	0.336247251
749	0.3361096392
750	0.3360487043
751	0.3359961307
752	0.3359875642
753	0.3359466377
754	0.335869563
755	0.3358513265
756	0.335827229
757	0.3357765102
758	0.3357178682
759	0.335639165
760	0.3355628004
761	0.335514176
762	0.3353774259
763	0.3352795872
764	0.3352596847
765	0.3351486254
766	0.3350733881
767	0.3350113677
768	0.3349548543
769	0.33483292
770	0.3348057947
771	0.3347653482
772	0.3346680817
773	0.3346638929
774	0.3345009379
775	0.3344833815
776	0.3343381985
777	0.3342343663
778	0.3341933262
779	0.3341174366
780	0.3340605272
781	0.3339531912
782	0.3338920644
783	0.3338145188
784	0.3338114977
785	0.3337673357
786	0.3335426164
787	0.3333664731
788	0.3332965565
789	0.3332457078
790	0.3331819421
791	0.3330510659
792	0.332914144
793	0.3328322531
794	0.3327403867
795	0.3325291428
796	0.3325008331
797	0.3324781917
798	0.3323761689
799	0.3323560185
800	0.3323180936
801	0.3322586986
802	0.3322388763
803	0.3321833178
804	0.3321267036
805	0.332089793
806	0.3320467021
807	0.331998573
808	0.3319412039
809	0.3318359286
810	0.3316139426
811	0.3314127028
812	0.3311484873
813	0.3310829453
814	0.3310194032
815	0.3308584579
816	0.3307737738
817	0.3307061182
818	0.3305662432
819	0.3304593346
820	0.3303653678
821	0.3303605977
822	0.3301968895
823	0.3301115621
824	0.3299844656
825	0.3299143151
826	0.3298806376
827	0.329789076
828	0.3296041176
829	0.3295400795
830	0.3294423453
831	0.3293820577
832	0.3292981251
833	0.3292372896
834	0.3292058439
835	0.3292029276
836	0.3291422432
837	0.3289502763
838	0.328822711
839	0.3287755755
840	0.3287371282
841	0.3286678984
842	0.3286250049
843	0.3285659197
844	0.3285442157
845	0.3284987148
846	0.3283113812
847	0.3281639893
848	0.3281137194
849	0.3279397403
850	0.3278994726
851	0.3278457503
852	0.3277989879
853	0.3276792641
854	0.3276278369
855	0.3275050199
856	0.3274045296
857	0.3272998294
858	0.3272573162
859	0.3272140538
860	0.3271624085
861	0.3270565156
862	0.3270009917
863	0.3269370797
864	0.3268807132
865	0.3267863006
866	0.3266888174
867	0.3266508784
868	0.3266108591
869	0.3265532576
870	0.3264711845
871	0.3263949927
872	0.3263158302
873	0.3262292519
874	0.3261738798
875	0.3259401755
876	0.3258362537
877	0.3257121321
878	0.3255881617
879	0.3254968062
880	0.3253735873
881	0.3253290827
882	0.3252957502
883	0.3252433241
884	0.3251301589
885	0.3249775536
886	0.3249214546
887	0.3248911159
888	0.3248508846
889	0.324713105
890	0.3246698363
891	0.324584077
892	0.3245359394
893	0.3244718083
894	0.3243823493
895	0.324334977
896	0.3242435848
897	0.3241586842
898	0.3239802613
899	0.3239230898
900	0.3237981714
901	0.3237374604
902	0.3237197887
903	0.3236624612
904	0.3235511618
905	0.3234205293
906	0.3231915232
907	0.3231400243
908	0.3230827485
909	0.3229735291
910	0.3229307018
911	0.3228755289
912	0.3228223119
913	0.3227417949
914	0.3226928885
915	0.322510754
916	0.3224690109
917	0.3222286578
918	0.3220808963
919	0.3219674912
920	0.3219229679
921	0.3217448483
922	0.3216655777
923	0.3214975762
924	0.3214182594
925	0.3213399834
926	0.3211967033
927	0.3210646891
928	0.3208922463
929	0.3208274964
930	0.3206739419
931	0.32059443
932	0.3205770683
933	0.3205004896
934	0.3204360017
935	0.3203619139
936	0.3203455051
937	0.3203022433
938	0.3202523582
939	0.3201978193
940	0.3201206225
941	0.3199511432
942	0.3198651962
943	0.3197261614
944	0.319683362
945	0.3196285561
946	0.3195227324
947	0.3194273426
948	0.3193400136
949	0.3192760701
950	0.3191580263
951	0.3191117117
952	0.3190581662
953	0.3189968846
954	0.3189816086
955	0.3189668203
956	0.3188003131
957	0.3187147923
958	0.3186763788
959	0.3185726933
960	0.3185114688
961	0.3184557193
962	0.3184057457
963	0.3183521593
964	0.3182401323
965	0.3181836035
966	0.318140281
967	0.3179935918
968	0.317949316
969	0.3179023257
970	0.3178472445
971	0.3178011016
972	0.3177700607
973	0.3177490163
974	0.3177208869
975	0.3176812635
976	0.3175140941
977	0.3174926123
978	0.3174624565
979	0.3173657972
980	0.3173332387
981	0.3172951614
982	0.3172428266
983	0.3171699823
984	0.3170744176
985	0.3170487764
986	0.3169812988
987	0.3169341247
988	0.3168785976
989	0.3168334145
990	0.3167045091
991	0.3166699322
992	0.3166471455
993	0.3164329125
994	0.3163837811
995	0.3163207467
996	0.3162811258
997	0.3161735578
998	0.3160941389
999	0.3159646779
